	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	score_input	libname	short_inchikey	structure_smiles_2D	structure_molecular_formula	adduct	structure_exact_mass	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	otl_organism_otol_species	lowest_matched_taxon	score_taxo	score_max_consistency	final_score	rank_final
3329	64	14	Amino acids and Peptides	0.6666666666666666	Small peptides	0.6666666666666666	Aminoacids	0.6666666666666666	1.0	0.27352643	ISDB	GTZCVFVGUGFEME	O=C(O)C=C(CC(=O)O)C(=O)O	C6H6O6		174.016437912	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids	['Verbascum bombyciferum']	['Streptophyta']	4	0	5.0941057205200195	1
3321	58	9	Shikimates and Phenylpropanoids	0.3333333333333333	Small peptides	0.3333333333333333	Polyamines	0.3333333333333333	5.0	0.21705806	ISDB	FMUMEWVNYMUECA	CC(C)CCC(N)C(=O)O	C7H15NO2		145.11027872	Amino acids and Peptides	Small peptides	Aminoacids	['Verbascum bombyciferum']	['Streptophyta']	4	2	5.868232250213623	1
3229	56	9	Shikimates and Phenylpropanoids	0.3333333333333333	Small peptides	0.3333333333333333	Polyamines	0.3333333333333333	1.0	0.49389923	ISDB	ATHGHQPFGPMSJY	NCCCCNCCCN	C7H19N3		145.15789760799998	Alkaloids	Ornithine alkaloids	Polyamines	['Verbascum bombyciferum']	['Lamiales']	5	3	8.475596904754639	1
3228	52	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.28508714	ISDB	PJZDEFWGKUGLDC								['Verbascum bombyciferum']		0	0	1.1403485536575317	1
3060	51	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	12.0	0.58342826	ISDB	NOEGNKMFWQHSLB	O=Cc1ccc(CO)o1	C6H6O3		126.031694052	Polyketides	Cyclic polyketides	Furans	['Verbascum bombyciferum']	['Scrophulariaceae']	6	0	8.333713054656982	1
1710	44	9	Shikimates and Phenylpropanoids	0.3333333333333333	Small peptides	0.3333333333333333	Polyamines	0.3333333333333333	4.0	0.2769754	ISDB	LRQKBLKVPFOOQJ	CCCCC(N)C(=O)O	C6H13NO2		131.094628656	Amino acids and Peptides	Small peptides	Aminoacids	['Verbascum bombyciferum']	['Lamiales']	5	2	7.107901573181152	1
1557	41	-1							1.0	0.7119639	ISDB	RHGKLRLOHDJJDR	NC(=O)NCCCC(N)C(=O)O	C6H13N3O3		175.095691276	Amino acids and Peptides	Small peptides	Aminoacids	['Verbascum bombyciferum']	['Streptophyta']	4	0	6.847855567932129	1
1214	39	5	Amino acids and Peptides	0.14285714285714285	Small peptides	0.14285714285714285	Aminoacids	0.14285714285714285	1.0	0.89809257	ISDB	ZDXPYRJPNDTMRX	NC(=O)CCC(N)C(=O)O	C5H10N2O3		146.06914218	Amino acids and Peptides	Small peptides	Aminoacids	['Verbascum bombyciferum']	['Lamiales']	5	3	10.09237027168274	1
798	38	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.63256335	ISDB	DCXYFEDJOCDNAF	NC(=O)CC(N)C(=O)O	C4H8N2O3		132.053492116	Amino acids and Peptides	Small peptides	Aminoacids	['Verbascum bombyciferum']	['Lamiales']	5	0	7.5302534103393555	1
85	27	14	Amino acids and Peptides	0.6666666666666666	Small peptides	0.6666666666666666	Aminoacids	0.6666666666666666	1.0	0.8744112	ISDB	ODKSFYDXXFIFQN	N=C(N)NCCCC(N)C(=O)O	C6H14N4O2		174.111675688	Amino acids and Peptides	Small peptides	Aminoacids	['Verbascum bombyciferum']	['Lamiales']	5	3	9.997644901275635	1
0	6	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.5183504	ISDB	MXNRLFUSFKVQSK	C[N+](C)(C)CCCCC(N)C(=O)O	C9H21N2O2+		189.15975433209	Shikimates and Phenylpropanoids	Small peptides	Aminoacids	['Verbascum bombyciferum']	['Streptophyta']	4	0	6.073401689529419	1
